id,external_id,name,number,street,zip_code,suburb,province,state,phone,latitude,longitude,status,schedule,seller
1228,1228,PARQUE TOREO,No. 5,Boulevard Manuel Ávila Camacho,53390,Lomas de Sotelo,Naucalpan de Juárez,ESTADO DE MÉXICO,"{'lada': '--', 'number': '5553959783'}",19.454586,-99.218315,True,De Lunes a Domingo de 08:00 a 22:00,"{'id': 3496, 'name': 'Sanborns', 'logo': 'https://resources.claroshop.com/medios-plazavip/mkt/5c3cd792844b8_sanbornssjpeg.jpg', 'status': True}"
1229,1229,BAMER,-,Av. Juárez 52 y 54,06050,Centro,Cuauhtémoc,CDMX,"{'lada': '--', 'number': '5555126451'}",19.434664,-99.144731,True,De Lunes a Domingo de 08:00 a 22:00,"{'id': 3496, 'name': 'Sanborns', 'logo': 'https://resources.claroshop.com/medios-plazavip/mkt/5c3cd792844b8_sanbornssjpeg.jpg', 'status': True}"
1230,1230,MONTERREY NUEVO SUR,No. 2703,"Av. Revolución, Los Angeles",64830,Ladrillera,Monterrey,NUEVO LEON,"{'lada': '--', 'number': '8184865066'}",25.652472,-100.275488,True,De Lunes a Domingo de 08:00 a 22:00,"{'id': 3496, 'name': 'Sanborns', 'logo': 'https://resources.claroshop.com/medios-plazavip/mkt/5c3cd792844b8_sanbornssjpeg.jpg', 'status': True}"
1231,1231,ATIZAPAN,No. 255,Avenida Adolfo Ruiz Cortines,52977,Mexico Nuevo,Atizapán de Zaragoza,ESTADO DE MÉXICO,"{'lada': '--', 'number': '5516689325'}",19.547657,-99.273606,True,De Lunes a Domingo de 08:00 a 22:00,"{'id': 3496, 'name': 'Sanborns', 'logo': 'https://resources.claroshop.com/medios-plazavip/mkt/5c3cd792844b8_sanbornssjpeg.jpg', 'status': True}"
1233,1233,QUERÉTARO LA VICTORIA,No. 40,Av. Constituyentes Oriente,76040,Mercurio,Querétaro,QUERETARO,"{'lada': '--', 'number': '4423251086'}",20.585883,-100.381068,True,De Lunes a Domingo de 08:00 a 22:00,"{'id': 3496, 'name': 'Sanborns', 'logo': 'https://resources.claroshop.com/medios-plazavip/mkt/5c3cd792844b8_sanbornssjpeg.jpg', 'status': True}"
1234,1234,COACALCO COSMOPOL,No. 1,Via López Portillo,55717,Bosques del Valle,Coacalco de Berriozábal,ESTADO DE MÉXICO,"{'lada': '--', 'number': '5521597591'}",19.631699,-99.12623,True,De Lunes a Domingo de 08:00 a 22:00,"{'id': 3496, 'name': 'Sanborns', 'logo': 'https://resources.claroshop.com/medios-plazavip/mkt/5c3cd792844b8_sanbornssjpeg.jpg', 'status': True}"
1235,1235,NUEVO TLALNEPANTLA,No. 280,Av. Sor Juana Ines,54030,San Lorenzo,Tlalnepantla,ESTADO DE MÉXICO,"{'lada': '--', 'number': '5555653289'}",19.538271,-99.206769,True,De Lunes a Domingo de 08:00 a 22:00,"{'id': 3496, 'name': 'Sanborns', 'logo': 'https://resources.claroshop.com/medios-plazavip/mkt/5c3cd792844b8_sanbornssjpeg.jpg', 'status': True}"
1241,1241,CETRAM TOREO,No. 30,Calz. Transmisiones Militares,53489,Fraccionamiento Industrial,Naucalpan de Juárez,ESTADO DE MÉXICO,"{'lada': '--', 'number': '5521243914'}",19.456809,-99.215634,False,Cerrada Permanentemente,"{'id': 3496, 'name': 'Sanborns', 'logo': 'https://resources.claroshop.com/medios-plazavip/mkt/5c3cd792844b8_sanbornssjpeg.jpg', 'status': True}"
1244,1244,GAVILÁN INTERNET,No. 3,Avenida Gavilán,09350,Albarrada,Iztapalapa,CDMX,"{'lada': '--', 'number': '5556860207'}",19.3618869,99.0834222,False,GAVILÁN INTERNET,"{'id': 3496, 'name': 'Sanborns', 'logo': 'https://resources.claroshop.com/medios-plazavip/mkt/5c3cd792844b8_sanbornssjpeg.jpg', 'status': True}"
1247,1247,LAS ANTENAS,No. 3278,Canal de Garay,09910,La Esperanza,Iztapalapa,CDMX,"{'lada': '--', 'number': '5550884326'}",19.313422,-99.074413,True,Lunes a Domingo de 08:00 am a 08:00 pm,"{'id': 3496, 'name': 'Sanborns', 'logo': 'https://resources.claroshop.com/medios-plazavip/mkt/5c3cd792844b8_sanbornssjpeg.jpg', 'status': True}"
1248,1248,CUERNAVACA AVERANDA,N/A,Aut. México Acapulco km 87.5,62374,Villas del Lago,Cuernavaca,MORELOS,"{'lada': '01', 'number': '7772024740'}",18.93461,-99.196892,True,Lunes a Domingo de 08:00 a 23:00 horas,"{'id': 3496, 'name': 'Sanborns', 'logo': 'https://resources.claroshop.com/medios-plazavip/mkt/5c3cd792844b8_sanbornssjpeg.jpg', 'status': True}"
1275,1275,HOME & FASHION,No. 245,Lago Zúrich,11529,Ampliación Granada,Miguel Hidalgo,CDMX,"{'lada': '--', 'number': '5549760050'}",19.441627,-99.203889,True,Lunes a Domingo de 08:00 am a 08:00 pm,"{'id': 3496, 'name': 'Sanborns', 'logo': 'https://resources.claroshop.com/medios-plazavip/mkt/5c3cd792844b8_sanbornssjpeg.jpg', 'status': True}"
1285,1084,León Plaza Mayor,36-a,Avenida de las Torres 2002,37150,Valle Campestre,León,Guanajuato,"{'lada': '--', 'number': '4777731277'}",21.157731,-101.694093,True,Lunes a Domingo de 08:00 am a 08:00 pm,"{'id': 3496, 'name': 'Sanborns', 'logo': 'https://resources.claroshop.com/medios-plazavip/mkt/5c3cd792844b8_sanbornssjpeg.jpg', 'status': True}"
1286,1006,Insurgentes,421,Av Insurgentes,06100,Hipódromo Condesa,Cuauhtémoc,Ciudad de México,"{'lada': '--', 'number': '5591308800'}",19.40827452,-99.16844222,True,D a J de 07:30 a 22:00 - V-S de 07:30 a 23:00,"{'id': 3496, 'name': 'Sanborns', 'logo': 'https://resources.claroshop.com/medios-plazavip/mkt/5c3cd792844b8_sanbornssjpeg.jpg', 'status': True}"
